<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.05.21	00:00:00	39825.2	39842.6	39821.2	39833.9	407	0	78
2024.05.21	01:00:00	39833.3	39840.8	39827.3	39833.0	471	0	77
2024.05.21	02:00:00	39832.4	39841.9	39826.5	39835.8	343	0	76
2024.05.21	03:00:00	39835.3	39844.9	39835.3	39844.3	254	0	77
2024.05.21	04:00:00	39844.9	39854.9	39843.5	39854.9	191	0	77
2024.05.21	05:00:00	39854.3	39857.8	39843.5	39845.4	286	0	77
2024.05.21	06:00:00	39844.5	39861.8	39841.5	39843.2	460	0	77
2024.05.21	07:00:00	39845.4	39867.5	39842.2	39849.7	746	0	79
2024.05.21	08:00:00	39849.8	39850.6	39826.4	39842.9	1000	0	75
2024.05.21	09:00:00	39842.9	39857.5	39825.4	39826.4	877	0	74
2024.05.21	10:00:00	39826.6	39857.4	39826.6	39857.1	846	0	74
2024.05.21	11:00:00	39857.9	39860.4	39841.5	39853.4	898	0	75
2024.05.21	12:00:00	39853.9	39870.2	39825.8	39850.8	1361	0	76
2024.05.21	13:00:00	39850.6	39886.6	39810.3	39865.4	3866	0	76
2024.05.21	14:00:00	39866.7	39919.6	39858.4	39871.5	2600	0	77
2024.05.21	15:00:00	39870.4	39919.6	39855.3	39863.3	1781	0	78
2024.05.21	16:00:00	39863.9	39870.7	39832.3	39847.5	1655	0	77
2024.05.21	17:00:00	39846.5	39882.8	39810.3	39880.8	1905	0	77
2024.05.21	18:00:00	39881.7	39891.9	39845.5	39861.3	1653	0	77
2024.05.21	19:00:00	39861.8	39935.6	39845.5	39909.3	2227	0	77
2024.05.21	20:00:00	39911.3	39913.6	39889.3	39896.9	565	0	78
2024.05.21	22:00:00	39898.0	39923.5	39898.0	39919.1	236	0	78
2024.05.21	23:00:00	39919.7	39927.6	39919.7	39924.8	199	0	79
2024.05.22	00:00:00	39924.8	39929.7	39916.3	39918.9	361	0	77
2024.05.22	01:00:00	39917.5	39931.7	39909.4	39929.3	370	0	77
2024.05.22	02:00:00	39929.3	39938.7	39921.4	39924.3	359	0	78
2024.05.22	03:00:00	39924.3	39925.7	39916.4	39919.3	188	0	77
2024.05.22	04:00:00	39919.9	39920.9	39909.5	39915.9	199	0	77
2024.05.22	05:00:00	39915.3	39924.9	39910.3	39923.7	240	0	77
2024.05.22	06:00:00	39922.5	39923.8	39880.5	39882.8	639	0	77
2024.05.22	07:00:00	39883.6	39895.8	39853.3	39893.8	1000	0	78
2024.05.22	08:00:00	39893.2	39898.7	39867.8	39876.8	994	0	76
2024.05.22	09:00:00	39876.7	39885.0	39857.1	39875.1	943	0	76
2024.05.22	10:00:00	39875.1	39884.5	39860.6	39865.8	1045	0	75
2024.05.22	11:00:00	39866.5	39873.3	39811.4	39816.8	1226	0	75
2024.05.22	12:00:00	39817.4	39853.3	39813.3	39842.0	1353	0	76
2024.05.22	13:00:00	39841.8	39915.7	39816.5	39890.4	2839	0	77
2024.05.22	14:00:00	39889.4	39916.7	39863.3	39883.6	2446	0	76
2024.05.22	15:00:00	39884.8	39893.8	39787.3	39822.7	1996	0	76
2024.05.22	16:00:00	39822.2	39884.3	39819.3	39863.4	1762	0	76
2024.05.22	17:00:00	39862.5	39885.9	39724.4	39766.8	2542	0	76
2024.05.22	18:00:00	39766.3	39766.3	39580.3	39638.2	4978	0	78
2024.05.22	19:00:00	39638.2	39727.6	39601.3	39693.3	3922	0	78
2024.05.22	20:00:00	39700.5	39743.0	39604.3	39632.3	3906	0	79
2024.05.22	22:00:00	39643.0	39652.3	39616.1	39630.7	699	0	82
2024.05.22	23:00:00	39631.5	39658.6	39631.2	39652.2	328	0	80
2024.05.23	00:00:00	39652.7	39656.6	39634.5	39638.8	542	0	78
2024.05.23	01:00:00	39639.7	39676.8	39630.3	39671.4	573	0	77
2024.05.23	02:00:00	39671.8	39733.5	39665.4	39733.5	528	0	77
2024.05.23	03:00:00	39734.5	39774.4	39724.6	39764.8	791	0	79
2024.05.23	04:00:00	39763.4	39776.6	39751.2	39751.2	378	0	79
2024.05.23	05:00:00	39750.4	39753.8	39736.4	39739.3	490	0	78
2024.05.23	06:00:00	39738.4	39747.8	39721.3	39723.2	613	0	78
2024.05.23	07:00:00	39724.7	39739.6	39712.4	39724.4	1020	0	79
2024.05.23	08:00:00	39724.3	39726.2	39688.1	39693.0	1220	0	76
2024.05.23	09:00:00	39693.4	39737.1	39687.0	39730.0	1032	0	75
2024.05.23	10:00:00	39730.8	39748.8	39727.4	39748.5	852	0	75
2024.05.23	11:00:00	39747.5	39770.8	39726.8	39757.0	1135	0	76
2024.05.23	12:00:00	39756.8	39795.6	39749.9	39759.7	1576	0	77
2024.05.23	13:00:00	39760.4	39767.3	39427.2	39453.2	4298	0	79
2024.05.23	14:00:00	39451.2	39501.1	39375.3	39384.8	4644	0	77
2024.05.23	15:00:00	39383.5	39459.6	39366.4	39430.4	3426	0	77
2024.05.23	16:00:00	39429.5	39447.7	39291.3	39296.3	3384	0	76
2024.05.23	17:00:00	39295.4	39332.7	39125.1	39135.8	5090	0	76
2024.05.23	18:00:00	39136.7	39142.7	39033.4	39047.4	6033	0	76
2024.05.23	19:00:00	39047.3	39106.6	39029.3	39072.7	5447	0	76
2024.05.23	20:00:00	39075.8	39079.7	39044.4	39057.9	1024	0	77
2024.05.23	22:00:00	39069.1	39085.3	39055.1	39058.5	409	0	82
2024.05.23	23:00:00	39059.5	39085.8	39058.3	39063.1	390	0	81
2024.05.24	00:00:00	39062.4	39101.7	39057.2	39099.7	582	0	79
2024.05.24	01:00:00	39099.7	39120.6	39096.3	39113.2	429	0	79
2024.05.24	02:00:00	39114.7	39128.7	39112.4	39124.2	398	0	78
2024.05.24	03:00:00	39123.9	39125.8	39106.3	39109.8	255	0	77
2024.05.24	04:00:00	39108.4	39117.9	39100.3	39107.2	261	0	77
2024.05.24	05:00:00	39106.4	39106.4	39089.3	39101.8	426	0	79
2024.05.24	06:00:00	39102.7	39105.3	39060.4	39066.7	672	0	80
2024.05.24	07:00:00	39068.4	39122.8	39063.8	39119.7	1097	0	78
2024.05.24	08:00:00	39120.7	39138.2	39107.1	39134.4	1224	0	76
2024.05.24	09:00:00	39134.5	39138.4	39113.6	39125.6	912	0	75
2024.05.24	10:00:00	39125.9	39148.2	39120.5	39131.2	790	0	75
2024.05.24	11:00:00	39131.7	39143.3	39106.0	39130.5	1101	0	76
2024.05.24	12:00:00	39131.8	39174.6	39090.2	39142.8	1826	0	77
2024.05.24	13:00:00	39141.6	39218.7	39104.2	39104.2	3796	0	78
2024.05.24	14:00:00	39104.6	39175.3	39053.5	39142.8	4143	0	76
2024.05.24	15:00:00	39142.9	39236.7	39125.4	39176.8	3323	0	77
2024.05.24	16:00:00	39175.5	39206.7	39136.4	39136.4	2410	0	75
2024.05.24	17:00:00	39136.9	39182.9	39126.5	39135.1	2013	0	76
2024.05.24	18:00:00	39134.7	39161.9	39072.7	39072.7	1819	0	80
2024.05.24	19:00:00	39071.7	39104.6	39024.6	39080.6	2787	0	77
2024.05.26	22:00:00	39106.1	39114.6	39088.6	39091.1	302	0	93
2024.05.26	23:00:00	39093.0	39093.0	39057.3	39066.7	417	0	82
2024.05.27	00:00:00	39067.6	39081.8	39062.2	39076.8	475	0	79
2024.05.27	01:00:00	39077.7	39089.5	39044.3	39089.5	683	0	79
2024.05.27	02:00:00	39090.5	39092.6	39045.2	39063.8	439	0	80
2024.05.27	03:00:00	39064.6	39075.7	39064.2	39067.5	254	0	78
2024.05.27	04:00:00	39067.9	39075.9	39064.3	39074.3	162	0	77
2024.05.27	05:00:00	39074.3	39099.7	39074.3	39099.7	329	0	77
2024.05.27	06:00:00	39099.2	39103.7	39062.5	39073.6	570	0	78
2024.05.27	07:00:00	39073.1	39087.5	39057.1	39072.6	716	0	81
2024.05.27	08:00:00	39072.7	39084.2	39053.1	39055.7	733	0	78
2024.05.27	09:00:00	39055.6	39075.3	39049.4	39071.7	544	0	77
2024.05.27	10:00:00	39072.1	39090.9	39069.6	39088.2	533	0	77
2024.05.27	11:00:00	39087.6	39092.3	39066.3	39071.3	401	0	77
2024.05.27	12:00:00	39069.4	39090.4	39063.0	39063.8	699	0	77
2024.05.27	13:00:00	39063.4	39097.5	39053.3	39056.1	895	0	76
2024.05.27	14:00:00	39055.3	39121.6	39054.1	39113.6	729	0	81
2024.05.27	15:00:00	39113.0	39125.6	39094.1	39125.6	691	0	80
2024.05.27	16:00:00	39125.0	39164.8	39122.1	39164.4	645	0	82
2024.05.27	22:00:00	39182.3	39184.6	39130.9	39155.0	460	0	85
2024.05.27	23:00:00	39154.1	39154.1	39134.3	39135.5	246	0	82
2024.05.28	00:00:00	39135.6	39144.6	39121.4	39127.3	639	0	78
2024.05.28	01:00:00	39125.7	39138.7	39116.4	39135.3	544	0	78
2024.05.28	02:00:00	39135.2	39144.8	39133.3	39142.3	311	0	77
2024.05.28	03:00:00	39141.4	39145.8	39138.4	39142.8	243	0	77
2024.05.28	04:00:00	39143.7	39151.0	39137.3	39137.3	219	0	77
2024.05.28	05:00:00	39137.9	39146.7	39130.3	39146.2	321	0	77
2024.05.28	06:00:00	39145.3	39156.6	39121.7	39145.4	604	0	79
2024.05.28	07:00:00	39144.4	39172.7	39125.2	39136.4	1045	0	78
2024.05.28	08:00:00	39136.3	39151.5	39123.0	39131.5	1420	0	75
2024.05.28	09:00:00	39131.3	39144.0	39124.9	39131.2	997	0	74
2024.05.28	10:00:00	39131.9	39132.0	39050.9	39083.3	1428	0	75
2024.05.28	11:00:00	39085.3	39085.3	39060.0	39079.4	1281	0	75
2024.05.28	12:00:00	39079.5	39095.4	39039.9	39086.0	1573	0	75
2024.05.28	13:00:00	39085.4	39087.6	38951.3	38979.7	4335	0	75
2024.05.28	14:00:00	38980.6	39007.7	38933.4	38971.7	3689	0	75
2024.05.28	15:00:00	38970.4	38993.9	38948.1	38970.0	2652	0	74
2024.05.28	16:00:00	38968.6	38976.7	38901.5	38909.4	2398	0	75
2024.05.28	17:00:00	38908.4	38912.8	38805.5	38837.5	3376	0	75
2024.05.28	18:00:00	38838.0	38857.8	38745.5	38820.8	4290	0	75
2024.05.28	19:00:00	38819.5	38912.6	38799.6	38904.4	3735	0	73
2024.05.28	20:00:00	38907.4	38935.8	38871.4	38878.3	929	0	77
2024.05.28	22:00:00	38878.2	38878.2	38851.5	38860.1	260	0	82
2024.05.28	23:00:00	38860.7	38865.7	38835.2	38842.6	233	0	81
2024.05.29	00:00:00	38843.6	38855.7	38811.3	38823.6	675	0	79
2024.05.29	01:00:00	38823.7	38831.5	38805.2	38824.2	788	0	79
2024.05.29	02:00:00	38824.8	38832.8	38795.4	38797.7	547	0	77
2024.05.29	03:00:00	38798.7	38799.8	38776.3	38781.3	565	0	77
2024.05.29	04:00:00	38782.8	38800.7	38777.4	38798.3	343	0	77
2024.05.29	05:00:00	38798.9	38802.7	38743.3	38747.8	688	0	77
2024.05.29	06:00:00	38747.8	38781.7	38721.2	38761.9	1000	0	77
2024.05.29	07:00:00	38760.4	38777.5	38707.4	38707.4	1641	0	78
2024.05.29	08:00:00	38709.5	38762.0	38693.6	38730.5	2221	0	75
2024.05.29	09:00:00	38730.5	38744.7	38690.9	38696.3	1573	0	76
2024.05.29	10:00:00	38696.5	38704.6	38675.7	38691.9	1311	0	75
2024.05.29	11:00:00	38690.5	38696.6	38652.0	38679.6	1374	0	75
2024.05.29	12:00:00	38680.7	38706.3	38644.3	38649.9	1999	0	76
2024.05.29	13:00:00	38649.6	38659.5	38467.3	38557.4	4607	0	75
2024.05.29	14:00:00	38556.4	38615.7	38523.4	38546.6	3967	0	77
2024.05.29	15:00:00	38546.2	38574.8	38515.3	38538.9	3080	0	77
2024.05.29	16:00:00	38538.9	38578.7	38494.3	38549.8	2428	0	77
2024.05.29	17:00:00	38548.4	38562.6	38504.4	38545.9	2604	0	77
2024.05.29	18:00:00	38546.2	38551.6	38484.3	38495.8	2716	0	77
2024.05.29	19:00:00	38494.5	38572.8	38478.4	38493.6	2865	0	76
2024.05.29	20:00:00	38502.7	38523.6	38189.2	38210.4	2118	0	80
2024.05.29	22:00:00	38209.4	38228.7	38199.3	38209.8	558	0	80
2024.05.29	23:00:00	38209.8	38218.7	38185.3	38216.8	578	0	78
2024.05.30	00:00:00	38216.9	38219.7	38194.5	38200.9	779	0	76
2024.05.30	01:00:00	38200.4	38218.8	38192.5	38202.8	694	0	75
2024.05.30	02:00:00	38203.8	38214.9	38172.0	38182.3	621	0	77
2024.05.30	03:00:00	38181.4	38181.9	38155.4	38168.9	595	0	77
2024.05.30	04:00:00	38168.4	38171.9	38136.5	38146.4	504	0	77
2024.05.30	05:00:00	38145.5	38145.5	38111.4	38128.3	787	0	76
2024.05.30	06:00:00	38128.3	38144.8	38083.4	38088.4	910	0	76
2024.05.30	07:00:00	38089.6	38165.7	38089.6	38161.9	1446	0	78
2024.05.30	08:00:00	38160.4	38167.6	38107.0	38164.2	1531	0	74
2024.05.30	09:00:00	38164.6	38174.2	38130.2	38140.5	1207	0	74
2024.05.30	10:00:00	38140.5	38155.4	38122.6	38141.9	1228	0	74
2024.05.30	11:00:00	38141.4	38148.7	38118.6	38121.7	1174	0	74
2024.05.30	12:00:00	38122.0	38179.4	38111.7	38158.9	2016	0	74
2024.05.30	13:00:00	38160.3	38235.7	38109.5	38127.4	4787	0	75
2024.05.30	14:00:00	38128.9	38156.9	38057.4	38102.0	5433	0	74
2024.05.30	15:00:00	38100.6	38192.0	38094.6	38140.5	3674	0	73
2024.05.30	16:00:00	38142.0	38241.0	38134.6	38235.5	3057	0	73
2024.05.30	17:00:00	38236.0	38259.8	38213.6	38234.0	2829	0	73
2024.05.30	18:00:00	38232.7	38233.9	38151.6	38201.5	3493	0	73
2024.05.30	19:00:00	38203.0	38219.9	38069.4	38172.4	5072	0	73
2024.05.30	20:00:00	38169.4	38171.7	38124.4	38150.4	1442	0	76
2024.05.30	22:00:00	38154.2	38167.5	38115.0	38139.4	799	0	79
2024.05.30	23:00:00	38139.3	38143.7	38112.5	38125.3	550	0	77
2024.05.31	00:00:00	38125.9	38135.9	38088.4	38126.8	1362	0	76
2024.05.31	01:00:00	38127.7	38155.9	38125.5	38146.4	1082	0	76
2024.05.31	02:00:00	38147.0	38151.9	38115.5	38124.4	718	0	75
2024.05.31	03:00:00	38123.5	38167.7	38123.5	38160.4	757	0	75
2024.05.31	04:00:00	38160.4	38162.0	38140.6	38151.5	414	0	75
2024.05.31	05:00:00	38151.4	38169.8	38145.4	38148.9	791	0	76
2024.05.31	06:00:00	38148.3	38181.9	38148.3	38169.8	878	0	77
2024.05.31	07:00:00	38171.4	38193.8	38153.5	38165.9	1196	0	76
2024.05.31	08:00:00	38164.6	38202.4	38158.4	38172.0	1353	0	74
2024.05.31	09:00:00	38171.5	38171.5	38137.0	38142.1	1274	0	74
2024.05.31	10:00:00	38142.1	38157.2	38087.9	38140.0	1456	0	75
2024.05.31	11:00:00	38138.4	38162.7	38123.8	38159.2	1412	0	75
2024.05.31	12:00:00	38158.5	38285.1	38150.0	38256.8	3011	0	77
2024.05.31	13:00:00	38257.2	38322.6	38172.5	38189.0	5137	0	75
2024.05.31	14:00:00	38189.7	38226.8	38131.4	38201.3	6108	0	75
2024.05.31	15:00:00	38201.7	38234.8	38167.4	38201.4	4076	0	74
2024.05.31	16:00:00	38200.5	38260.9	38158.3	38258.5	3447	0	74
2024.05.31	17:00:00	38258.5	38372.0	38258.5	38370.9	2973	0	74
2024.05.31	18:00:00	38371.9	38444.7	38365.5	38419.5	3343	0	74
2024.05.31	19:00:00	38418.5	38764.6	38383.5	38740.1	5806	0	75
2024.06.02	22:00:00	38784.0	38811.8	38729.0	38774.6	1066	0	84
2024.06.02	23:00:00	38774.0	38815.4	38768.2	38802.6	868	0	80
2024.06.03	00:00:00	38802.1	38857.8	38802.1	38844.2	1180	0	78
2024.06.03	01:00:00	38844.8	38857.8	38817.5	38826.0	870	0	76
2024.06.03	02:00:00	38826.9	38850.7	38824.5	38846.3	605	0	76
2024.06.03	03:00:00	38846.9	38857.5	38834.4	38842.4	526	0	77
2024.06.03	04:00:00	38842.9	38877.6	38842.9	38865.2	354	0	78
2024.06.03	05:00:00	38864.3	38870.7	38840.3	38853.7	610	0	77
2024.06.03	06:00:00	38852.4	38874.8	38833.3	38836.3	1130	0	78
2024.06.03	07:00:00	38836.5	38855.5	38733.2	38733.3	1771	0	79
2024.06.03	08:00:00	38732.4	38768.7	38696.1	38746.7	1990	0	75
2024.06.03	09:00:00	38745.9	38749.7	38693.3	38716.9	1506	0	76
2024.06.03	10:00:00	38716.6	38731.6	38708.3	38724.7	1461	0	76
2024.06.03	11:00:00	38725.3	38758.8	38717.8	38750.4	1644	0	75
2024.06.03	12:00:00	38749.9	38765.3	38724.3	38735.4	1538	0	76
2024.06.03	13:00:00	38736.3	38799.3	38622.4	38658.6	5157	0	76
2024.06.03	14:00:00	38660.5	38734.0	38535.5	38551.5	6637	0	76
2024.06.03	15:00:00	38551.4	38558.8	38442.5	38489.8	4576	0	75
2024.06.03	16:00:00	38490.8	38513.7	38303.5	38352.5	5972	0	75
2024.06.03	17:00:00	38353.9	38459.7	38295.4	38442.5	4175	0	75
2024.06.03	18:00:00	38443.6	38524.8	38424.3	38505.7	3508	0	78
2024.06.03	19:00:00	38505.4	38623.7	38498.3	38622.3	3679	0	75
2024.06.03	20:00:00	38629.8	38645.8	38612.4	38617.7	1161	0	77
2024.06.03	22:00:00	38625.5	38639.7	38616.1	38632.7	438	0	79
2024.06.03	23:00:00	38632.8	38640.8	38602.4	38606.8	401	0	77
2024.06.04	00:00:00	38606.9	38646.7	38606.9	38639.8	765	0	77
2024.06.04	01:00:00	38640.7	38642.8	38617.4	38634.3	660	0	76
2024.06.04	02:00:00	38634.3	38635.8	38619.3	38627.4	535	0	76
2024.06.04	03:00:00	38627.4	38628.0	38603.6	38624.3	456	0	75
2024.06.04	04:00:00	38623.4	38634.9	38615.4	38615.4	360	0	77
2024.06.04	05:00:00	38616.8	38621.9	38604.5	38618.3	570	0	76
2024.06.04	06:00:00	38619.7	38619.7	38554.3	38563.2	924	0	77
2024.06.04	07:00:00	38560.5	38581.7	38520.5	38556.7	1658	0	77
2024.06.04	08:00:00	38557.7	38557.7	38444.6	38453.3	2585	0	77
2024.06.04	09:00:00	38454.3	38466.3	38401.4	38423.5	2416	0	77
2024.06.04	10:00:00	38423.5	38454.1	38390.4	38441.7	1842	0	76
2024.06.04	11:00:00	38441.3	38519.8	38440.3	38519.7	1562	0	75
2024.06.04	12:00:00	38519.8	38543.3	38469.3	38541.8	1859	0	75
2024.06.04	13:00:00	38541.7	38654.5	38453.7	38647.5	3692	0	76
2024.06.04	14:00:00	38647.7	38732.8	38589.5	38598.4	5526	0	78
2024.06.04	15:00:00	38598.0	38641.7	38542.2	38555.3	3896	0	75
2024.06.04	16:00:00	38556.7	38653.7	38530.3	38628.4	3440	0	77
2024.06.04	17:00:00	38627.4	38723.3	38588.2	38713.4	3607	0	77
2024.06.04	18:00:00	38711.4	38843.7	38701.4	38783.8	3482	0	77
2024.06.04	19:00:00	38783.4	38785.6	38649.3	38753.4	5168	0	76
2024.06.04	20:00:00	38754.7	38782.6	38738.3	38769.9	964	0	77
2024.06.04	22:00:00	38775.0	38803.7	38761.2	38803.5	427	0	80
2024.06.04	23:00:00	38803.1	38828.7	38803.1	38822.8	509	0	79
2024.06.05	00:00:00	38823.7	38828.9	38813.4	38818.4	651	0	76
2024.06.05	01:00:00	38818.9	38841.7	38814.3	38826.9	711	0	76
2024.06.05	02:00:00	38827.7	38846.9	38826.3	38837.4	442	0	77
2024.06.05	03:00:00	38837.9	38848.4	38830.6	38840.4	360	0	76
2024.06.05	04:00:00	38841.0	38850.0	38840.4	38844.0	241	0	75
2024.06.05	05:00:00	38844.0	38856.9	38835.6	38854.3	435	0	75
2024.06.05	06:00:00	38854.9	38861.7	38821.5	38822.2	834	0	76
2024.06.05	07:00:00	38823.0	38843.7	38816.3	38819.9	1118	0	77
2024.06.05	08:00:00	38819.3	38835.2	38793.4	38805.9	1203	0	75
2024.06.05	09:00:00	38805.9	38816.3	38790.0	38809.4	1022	0	75
2024.06.05	10:00:00	38809.0	38832.9	38801.1	38811.8	982	0	75
2024.06.05	11:00:00	38811.8	38856.1	38791.6	38843.4	1183	0	76
2024.06.05	12:00:00	38844.0	38875.8	38816.3	38869.0	1558	0	75
2024.06.05	13:00:00	38868.8	38890.1	38706.4	38709.4	3679	0	76
2024.06.05	14:00:00	38712.3	38723.1	38606.4	38702.9	4815	0	76
2024.06.05	15:00:00	38703.8	38846.8	38703.8	38834.3	3022	0	75
2024.06.05	16:00:00	38834.9	38838.0	38753.5	38787.9	2390	0	74
2024.06.05	17:00:00	38787.9	38826.8	38744.3	38824.0	2495	0	75
2024.06.05	18:00:00	38822.5	38907.7	38815.3	38882.4	2242	0	75
2024.06.05	19:00:00	38882.9	38908.7	38806.4	38861.8	3379	0	75
2024.06.05	20:00:00	38860.4	38868.7	38837.5	38851.4	1011	0	76
2024.06.05	22:00:00	38857.2	38879.6	38836.5	38875.8	627	0	79
2024.06.05	23:00:00	38875.8	38886.6	38873.3	38880.8	377	0	78
2024.06.06	00:00:00	38880.2	38880.7	38853.4	38874.8	629	0	76
2024.06.06	01:00:00	38875.7	38884.9	38864.4	38883.8	708	0	76
2024.06.06	02:00:00	38882.5	38886.8	38872.4	38873.4	467	0	76
2024.06.06	03:00:00	38872.5	38887.9	38872.5	38874.5	353	0	76
2024.06.06	04:00:00	38873.6	38875.0	38858.5	38860.4	272	0	76
2024.06.06	05:00:00	38859.5	38859.9	38845.4	38849.4	496	0	76
2024.06.06	06:00:00	38849.4	38859.7	38836.4	38846.4	657	0	77
2024.06.06	07:00:00	38847.7	38860.8	38822.2	38834.2	990	0	78
2024.06.06	08:00:00	38835.7	38851.9	38815.8	38830.3	1253	0	76
2024.06.06	09:00:00	38830.7	38859.3	38830.6	38858.5	1026	0	74
2024.06.06	10:00:00	38858.0	38859.8	38835.4	38845.4	702	0	75
2024.06.06	11:00:00	38845.5	38852.9	38829.4	38846.5	895	0	75
2024.06.06	12:00:00	38846.3	38858.8	38808.9	38851.4	2213	0	76
2024.06.06	13:00:00	38851.5	39070.8	38790.7	39052.8	4824	0	75
2024.06.06	14:00:00	39053.8	39061.8	38872.5	38885.1	4768	0	76
2024.06.06	15:00:00	38882.5	38946.8	38862.1	38908.5	3069	0	75
2024.06.06	16:00:00	38907.6	38913.8	38866.5	38890.4	3069	0	75
2024.06.06	17:00:00	38891.0	38930.9	38866.6	38905.0	2617	0	74
2024.06.06	18:00:00	38903.6	38956.8	38787.5	38945.5	4078	0	74
2024.06.06	19:00:00	38944.5	38967.7	38911.4	38940.8	3862	0	73
2024.06.06	20:00:00	38940.8	38945.5	38911.5	38942.3	913	0	75
2024.06.06	22:00:00	38950.5	38960.6	38942.2	38955.2	221	0	82
2024.06.06	23:00:00	38956.5	38964.7	38952.2	38962.8	223	0	79
2024.06.07	00:00:00	38963.7	38976.7	38962.3	38966.9	484	0	77
2024.06.07	01:00:00	38967.8	38988.9	38962.4	38983.0	437	0	75
2024.06.07	02:00:00	38982.4	38998.8	38981.5	38991.6	343	0	75
2024.06.07	03:00:00	38992.0	38996.9	38977.4	38979.7	298	0	75
2024.06.07	04:00:00	38980.7	38997.8	38977.4	38997.8	267	0	78
2024.06.07	05:00:00	38997.3	39026.8	38997.3	39021.2	407	0	78
2024.06.07	06:00:00	39019.4	39019.5	38996.1	39001.5	604	0	79
2024.06.07	07:00:00	39002.4	39011.6	38963.2	38971.7	868	0	78
2024.06.07	08:00:00	38971.2	38971.2	38907.6	38919.4	1253	0	74
2024.06.07	09:00:00	38920.4	38938.0	38909.6	38928.4	1147	0	75
2024.06.07	10:00:00	38928.3	38949.4	38913.5	38921.9	1051	0	75
2024.06.07	11:00:00	38921.0	38961.7	38901.6	38949.9	1326	0	75
2024.06.07	12:00:00	38949.0	38964.1	38697.6	38792.4	4302	0	77
2024.06.07	13:00:00	38792.6	38929.6	38779.1	38909.4	6219	0	77
2024.06.07	14:00:00	38910.7	39158.7	38893.4	39029.4	5079	0	77
2024.06.07	15:00:00	39028.4	39035.7	38941.4	39003.5	4385	0	77
2024.06.07	16:00:00	39004.7	39031.8	38948.5	39022.5	3462	0	76
2024.06.07	17:00:00	39021.5	39063.8	38972.4	39003.5	3262	0	76
2024.06.07	18:00:00	39002.5	39006.8	38867.3	38979.4	5450	0	76
2024.06.07	19:00:00	38978.4	38995.7	38828.5	38845.4	5448	0	76
2024.06.09	22:00:00	38835.2	38893.2	38819.0	38867.9	737	0	86
2024.06.09	23:00:00	38867.1	38869.4	38848.2	38850.2	354	0	84
2024.06.10	00:00:00	38850.5	38868.6	38835.3	38849.5	534	0	82
2024.06.10	01:00:00	38849.1	38852.5	38839.8	38847.5	359	0	80
2024.06.10	02:00:00	38847.2	38847.7	38836.2	38845.6	228	0	80
2024.06.10	03:00:00	38845.2	38870.7	38844.3	38844.7	301	0	79
2024.06.10	04:00:00	38845.6	38852.7	38838.9	38848.7	311	0	78
2024.06.10	05:00:00	38848.5	38854.5	38838.4	38844.4	376	0	78
2024.06.10	06:00:00	38844.3	38844.8	38752.3	38757.2	1203	0	78
2024.06.10	07:00:00	38758.4	38803.8	38726.5	38794.5	2454	0	78
2024.06.10	08:00:00	38792.6	38810.5	38735.9	38744.5	1784	0	76
2024.06.10	09:00:00	38743.6	38752.2	38717.9	38734.9	1300	0	75
2024.06.10	10:00:00	38734.6	38786.9	38721.7	38770.3	1353	0	75
2024.06.10	11:00:00	38770.9	38816.0	38766.5	38803.8	1182	0	75
2024.06.10	12:00:00	38804.5	38838.0	38780.6	38784.5	1426	0	75
2024.06.10	13:00:00	38785.4	38888.7	38717.2	38886.7	5490	0	75
2024.06.10	14:00:00	38886.3	38910.5	38748.0	38749.1	3955	0	75
2024.06.10	15:00:00	38749.5	38852.8	38747.3	38842.3	2721	0	75
2024.06.10	16:00:00	38843.8	38849.8	38803.5	38819.0	1974	0	74
2024.06.10	17:00:00	38818.4	38928.6	38784.3	38894.4	2613	0	75
2024.06.10	18:00:00	38893.6	38921.9	38874.6	38908.5	3234	0	75
2024.06.10	19:00:00	38907.5	38941.7	38863.5	38931.7	3589	0	75
2024.06.10	20:00:00	38932.7	38938.5	38891.4	38902.5	805	0	76
2024.06.10	22:00:00	38909.0	38920.5	38904.2	38904.4	288	0	80
2024.06.10	23:00:00	38903.4	38906.8	38870.1	38879.3	339	0	80
2024.06.11	00:00:00	38878.3	38882.6	38861.4	38862.3	443	0	79
2024.06.11	01:00:00	38862.8	38883.7	38859.3	38883.3	454	0	78
2024.06.11	02:00:00	38883.8	38883.8	38861.5	38864.3	332	0	77
2024.06.11	03:00:00	38864.9	38883.5	38861.5	38883.5	300	0	78
2024.06.11	04:00:00	38882.3	38887.5	38865.1	38878.0	316	0	82
2024.06.11	05:00:00	38878.6	38893.8	38873.3	38893.8	355	0	80
2024.06.11	06:00:00	38894.6	38936.2	38894.6	38908.3	710	0	79
2024.06.11	07:00:00	38910.4	38920.7	38877.3	38877.8	1076	0	79
2024.06.11	08:00:00	38877.2	38885.4	38836.9	38841.4	1392	0	75
2024.06.11	09:00:00	38842.3	38856.9	38787.9	38788.7	1701	0	77
2024.06.11	10:00:00	38788.4	38809.8	38762.4	38799.3	1771	0	76
2024.06.11	11:00:00	38799.9	38800.5	38750.9	38784.3	1837	0	76
2024.06.11	12:00:00	38784.5	38814.4	38770.7	38783.6	1673	0	76
2024.06.11	13:00:00	38782.9	38811.5	38488.4	38587.9	6396	0	73
